Conundrums,Solutions,Difficulty
CEEILOSSV,VOICELESS,4
EGILLNOVY,VOLLEYING,4
ALNORTUVY,VOLUNTARY,4
AGILRTUVY,VULGARITY,4
AABDINSTW,WAISTBAND,4
AABKLOTUW,WALKABOUT,4
EGGHIINTW,WEIGHTING,4
EEENRRSTW,WESTERNER,4
EFHHIISTW,WHITEFISH,4
DEINPSTWW,WINDSWEPT,4
EHKOORRSW,WORKHORSE,4
DDEILORWW,WORLDWIDE,4
DEILORRWY,WORRIEDLY,4
EHIORSTTW,WORTHIEST,4
BDEFIIMOZ,ZOMBIFIED,4
AABEEMNTT,ABATEMENT,5
ABIILNOOT,ABOLITION,5
AABCDENNU,ABUNDANCE,5
AABLLMSYY,ABYSMALLY,5
ACCEEIQSU,ACQUIESCE,5
AACILQTTU,ACQUITTAL,5
AAEELNOPR,AEROPLANE,5
ACDEFFILT,AFFLICTED,5
AAEEGGGRT,AGGREGATE,5
AEILLMSSY,AIMLESSLY,5
AADEEILNT,ALIENATED,5
AAGLNOOSU,ANALOGOUS,5
ACENNNORU,ANNOUNCER,5
AGILLNNNU,ANNULLING,5
AGIINNNOT,ANOINTING,5
AGHLNOOTY,ANTHOLOGY,5
AAEMNPRTT,APARTMENT,5
AAENPRSST,APARTNESS,5
AGILOOPST,APOLOGIST,5
ADLORSUUY,ARDUOUSLY,5
ABCGIINRS,ASCRIBING,5
AADELSSTU,ASSAULTED,5
ABDEELMSS,ASSEMBLED,5
ADIOSSSUU,ASSIDUOUS,5
AEEMNNOTT,ATONEMENT,5
AEINNOTTT,ATTENTION,5
AAEENTTTU,ATTENUATE,5
ABDIKOOOU,AUDIOBOOK,5
AAGHOPRTU,AUTOGRAPH,5
AEFLNSSUW,AWFULNESS,5
AABCHKLSS,BACKSLASH,5
ABILLNOPT,BALLPOINT,5
AABDGNNOW,BANDWAGON,5
AABCDEEFR,BAREFACED,5
AABILNOTT,BATTALION,5
ABDDEEPRS,BEDSPREAD,5
ABCEHKMNR,BENCHMARK,5
ABEGINRTY,BETRAYING,5
BDEEHORTT,BETROTHED,5
ABHIKMRRT,BIRTHMARK,5
ABCDDEKLO,BLOCKADED,5
ABCDEHKLO,BLOCKHEAD,5
BDELMOOSS,BLOSSOMED,5
ABDDGORUY,BODYGUARD,5
BFILNOTUU,BOUNTIFUL,5
BCDEOOTTY,BOYCOTTED,5
ABCEEKKNR,BREAKNECK,5
ABCDIKRRY,BRICKYARD,5
AABCDORST,BROADCAST,5
ABDDEENOR,BROADENED,5
ABEEGKORR,BROKERAGE,5
ABDEGRTUY,BUDGETARY,5
BDEHINRSU,BURNISHED,5
AACCELLTU,CALCULATE,5
ACCDEELLN,CANCELLED,5
AACCIOPSU,CAPACIOUS,5
AACILLPTY,CAPITALLY,5
AABCENORT,CARBONATE,5
ACEGINPRT,CARPETING,5
AACILSTUY,CAUSALITY,5
ACENORSUV,CAVERNOUS,5
BCEEILRTY,CELEBRITY,5
CEEHLLNOP,CELLPHONE,5
CEEILLLTU,CELLULITE,5
CEELLLOSU,CELLULOSE,5
ACCHIKPST,CHAPSTICK,5
BCEEEHKNO,CHEEKBONE,5
CDDHHILOO,CHILDHOOD,5
CEHIINRTZ,CHINTZIER,5
ACCHIMORT,CHROMATIC,5
ACLMOORSS,CLASSROOM,5
AACCEELNR,CLEARANCE,5
CEEIMMOTT,COMMITTEE,5
CDEMMOOOR,COMMODORE,5
ACCDEELNO,CONCEALED,5
BCCEINNOU,CONCUBINE,5
CCDENORRU,CONCURRED,5
ACDEEGLNO,CONGEALED,5
ACCILLNOY,CONICALLY,5
ACNNNOOST,CONSONANT,5
CEINNNOTT,CONTINENT,5
CDENOORTT,CONTORTED,5
CDEINORTV,CONTRIVED,5
ACMNOORRT,CORMORANT,5
ACLLOORRY,COROLLARY,5
CCELORRTY,CORRECTLY,5
ACEELORRT,CORRELATE,5
CEIOORRSV,CORROSIVE,5
CLOPRRTUY,CORRUPTLY,5
CMOOORRTU,COURTROOM,5
ACCDEIORW,COWARDICE,5
CCEHORTTY,CROTCHETY,5
ACDGINRSU,CRUSADING,5
ACEILMNTU,CULMINATE,5
ACMORSTUY,CUSTOMARY,5
ADDEILNNO,DANDELION,5
ADEGNORSU,DANGEROUS,5
ACCDDEEEN,DECADENCE,5
ACDEGILNR,DECLARING,5
CDEEEGINR,DECREEING,5
CDDEEPRTY,DECRYPTED,5
CDEEEEFNR,DEFERENCE,5
ADEEGGMOU,DEMAGOGUE,5
ACCDEMORY,DEMOCRACY,5
DEFIMSTYY,DEMYSTIFY,5
CDDEENNOU,DENOUNCED,5
ABDEEILRS,DESIRABLE,5
ABDEILRSY,DESIRABLY,5
DEEISTTTU,DESTITUTE,5
DEEEIMNRT,DETERMINE,5
DEEENRRTT,DETERRENT,5
DDEFGIIIN,DIGNIFIED,5
CDEIORRTY,DIRECTORY,5
ABDEIKMRS,DISEMBARK,5
DDDEGILOS,DISLODGED,5
BDEEIMMRS,DISMEMBER,5
BDDEEIOSY,DISOBEYED,5
DGIINNOSW,DISOWNING,5
AADEGIPRS,DISPARAGE,5
DDEEINPSS,DISPENSED,5
DDEEIPRSS,DISPERSED,5
ACDDEILPS,DISPLACED,5
ADDEILPSY,DISPLAYED,5
DDEIOPRSV,DISPROVED,5
DDEIPRSTU,DISRUPTED,5
ADILNSTTY,DISTANTLY,5
DEGHIOSTU,DOUGHIEST,5
ADEGNOSTW,DOWNSTAGE,5
DGINNOSWW,DOWNSWING,5
ADEEIKLMR,DREAMLIKE,5
ACDEILPTU,DUPLICATE,5
CCCEEINRT,ECCENTRIC,5
EEGHHIITT,EIGHTIETH,5
AEEGLLNTY,ELEGANTLY,5
EEILLSUVY,ELUSIVELY,5
BDEEIMORR,EMBROIDER,5
EEIMNPSST,EMPTINESS,5
AEILMNOTU,EMULATION,5
BDEEEEFLN,ENFEEBLED,5
DEEGNORSS,ENGROSSED,5
EFGGILNNU,ENGULFING,5
EEGHILNNT,ENLIGHTEN,5
ACDEENNRT,ENTRANCED,5
EILNOSUVY,ENVIOUSLY,5
EMNOOPSUY,EPONYMOUS,5
EELORRRSS,ERRORLESS,5
EGLMOOTYY,ETYMOLOGY,5
EEHIMMPSU,EUPHEMISM,5
AAEEOPRTV,EVAPORATE,5
AACEORTVX,EXCAVATOR,5
ACEFIOSTU,FACETIOUS,5
AACFINSTT,FANTASTIC,5
EFIILRTTY,FERTILITY,5
EFFIOOPRR,FIREPROOF,5
EEFHIMNRS,FISHERMEN,5
ACFILNPPY,FLIPPANCY,5
EFLOOPRTW,FLOWERPOT,5
BDDEEFOOR,FOREBODED,5
EFGGINOOR,FOREGOING,5
EEFGINORR,FOREIGNER,5
EFGHIORST,FORESIGHT,5
FGHINORTT,FORTNIGHT,5
AACEFGNRR,FRAGRANCE,5
EEFGHIRRT,FREIGHTER,5
BEFIORSTT,FROSTBITE,5
AFGILRTUY,FRUGALITY,5
AFGILLNUY,GAINFULLY,5
AAGLLNRTY,GALLANTRY,5
AGIILLNOZ,GAZILLION,5
EEGILNNUY,GENUINELY,5
AEGINOSTT,GESTATION,5
DEFGIILOR,GLORIFIED,5
DEGILOOST,GOODLIEST,5
AADGLNRSS,GRASSLAND,5
ADEFGIIRT,GRATIFIED,5
AADEGRRVY,GRAVEYARD,5
AAEGIRTTV,GRAVITATE,5
EEGOQRSTU,GROTESQUE,5
EGLLSSTUY,GUTLESSLY,5
AAHIPRRSY,HAIRSPRAY,5
AADEGHNRU,HARANGUED,5
AEHILNQRU,HARLEQUIN,5
ADEEHRSTV,HARVESTED,5
ADEEHILNR,HEADLINER,5
AADDEHNST,HEADSTAND,5
AACEEHHRT,HEARTACHE,5
EEFHINSST,HEFTINESS,5
EHILNOSUY,HEINOUSLY,5
ABCEHKORS,HORSEBACK,5
BEGIILLLY,ILLEGIBLY,5
AAGIIMNRY,IMAGINARY,5
ACDEIIMMY,IMMEDIACY,5
CEEIIMMNN,IMMINENCE,5
ACEIILMPT,IMPLICATE,5
AIMNOPRTT,IMPORTANT,5
DDEIMNOPU,IMPOUNDED,5
ABIIILNTY,INABILITY,5
CIILNNOSU,INCLUSION,5
ABCDEINTU,INCUBATED,5
BCEIMNNTU,INCUMBENT,5
DGGIILNNU,INDULGING,5
AAEFINTTU,INFATUATE,5
CEEFILNNU,INFLUENCE,5
AFIMNNORT,INFORMANT,5
EEEIKNNPR,INNKEEPER,5
EIINNORST,INSERTION,5
CEEIINNRS,INSINCERE,5
ADEILNSTU,INSULATED,5
EGIINRTTY,INTEGRITY,5
CEEILLNTT,INTELLECT,5
CDEEEINRT,INTERCEDE,5
CEEINPRTT,INTERCEPT,5
EEEFINRRT,INTERFERE,5
EEINPRRTT,INTERPRET,5
EIINRSTUV,INTRUSIVE,5
AEGILRRRU,IRREGULAR,5
ABEIILRRT,IRRITABLE,5
ADEIIRRTT,IRRITATED,5
CEHIINSST,ITCHINESS,5
AIIKLLNOZ,KAZILLION,5
EEKKORSTY,KEYSTROKE,5
ADEIKNPPR,KIDNAPPER,5
AHIKLNSVY,KNAVISHLY,5
DEEGKLNOW,KNOWLEDGE,5
AACDEELRT,LACERATED,5
AACILNOTT,LACTATION,5
ADDEELNRU,LAUNDERED,5
EEILLNNTY,LENIENTLY,5
EIILLMSST,LIMITLESS,5
EEIILLSTV,LIVELIEST,5
CHIKLMOST,LOCKSMITH,5
EEILLNOST,LONELIEST,5
AEILRTUUX,LUXURIATE,5
ACILLLRYY,LYRICALLY,5
ACEHIMNRY,MACHINERY,5
AGGIILMNN,MALIGNING,5
AEFIMNOST,MANIFESTO,5
AAAIJMNRU,MARIJUANA,5
ACHIMMOSS,MASOCHISM,5
AACDEMRSS,MASSACRED,5
ABCHKMOOT,MATCHBOOK,5
AEIMNRTTY,MATERNITY,5
AEEHILMNW,MEANWHILE,5
ACEHIMMNS,MECHANISM,5
ADEIIMNOT,MEDIATION,5
ADDEEIMTT,MEDITATED,5
AEEGHMNOP,MEGAPHONE,5
AGIMORRTY,MIGRATORY,5
HIILLMNOT,MILLIONTH,5
DEEFIILMN,MINEFIELD,5
AEIIMNRTU,MINIATURE,5
ADDEEMORT,MODERATED,5
ADEMOORRT,MODERATOR,5
ACELLMORU,MOLECULAR,5
MNOORSSTU,MONSTROUS,5
GHILMNOOT,MOONLIGHT,5
EILLMPTUX,MULTIPLEX,5
DEMORRSUU,MURDEROUS,5
ACELMMNSU,MUSCLEMAN,5
CEELMMNSU,MUSCLEMEN,5
ADEEKNNSS,NAKEDNESS,5
ADEIMNNOT,NOMINATED,5
GINNRRTUU,NURTURING,5
IINNORTTU,NUTRITION,5
BCIORSTUY,OBSCURITY,5
BEGINOSSS,OBSESSING,5
CCILOSTTU,OCCULTIST,5
AACGLNOOT,OCTAGONAL,5
ABDMMNOSU,OMBUDSMAN,5
ADEMNNOTU,OUTMANNED,5
ACEHMORTV,OVERMATCH,5
CEEIOPRRV,OVERPRICE,5
DEELORRUV,OVERRULED,5
DEEIORRTV,OVERTIRED,5
AAEGNPRTY,PAGEANTRY,5
AACEHPRTU,PARACHUTE,5
AADEGILPR,PARAGLIDE,5
AAILPRSSY,PARALYSIS,5
ACEHMNPRT,PARCHMENT,5
AAGILNPRY,PARLAYING,5
ADEGIPRRT,PARTRIDGE,5
AALMNOPRT,PATROLMAN,5
AABCEELPY,PEACEABLY,5
ABEEELMPR,PERMEABLE,5
AEELPPRTU,PERPETUAL,5
DEEIPPRRS,PERSPIRED,5
EEINNPRTT,PERTINENT,5
ADELNOOPT,PLATOONED,5
AEIMNNOPU,PNEUMONIA,5
CEFKLOPTU,POCKETFUL,5
ACEILMNOP,POLICEMAN,5
CEEILMNOP,POLICEMEN,5
IMOOPPSTY,POMPOSITY,5
EIOPRSTTY,POSTERITY,5
DENOOPPST,POSTPONED,5
AEKNPRRST,PRANKSTER,5
EFGHILPRT,PREFLIGHT,5
AEEMPRRTU,PREMATURE,5
EEEPRRRSV,PRESERVER,5
DEEPRRSSU,PRESSURED,5
AEELNPRTV,PREVALENT,5
ACIILNPPR,PRINCIPAL,5
ACEIOPRTV,PROACTIVE,5
BCIIOOPRT,PROBIOTIC,5
ADEEMNOPR,PROMENADE,5
ADEFOOPRR,PROOFREAD,5
ENNOOPPRT,PROPONENT,5
ACENPTTUU,PUNCTUATE,5
AACCEKRRT,RACETRACK,5
ACEEEKRRT,RACKETEER,5
AAGGIMNPR,RAMPAGING,5
AACDEKNRS,RANSACKED,5
AGINPRRTU,RAPTURING,5
ACLORSUUY,RAUCOUSLY,5
ACHILNRUY,RAUNCHILY,5
AABCKORRZ,RAZORBACK,5
ADEEILPPR,REAPPLIED,5
CEGIKNNOR,RECKONING,5
CEEGINORZ,RECOGNIZE,5
CCEELLORT,RECOLLECT,5
BCEEIMNOR,RECOMBINE,5
CEEENNORV,RECONVENE,5
CDEEIRRTU,RECRUITED,5
EEFGLRRTU,REGRETFUL,5
AEGLORRTU,REGULATOR,5
AAEEHLRRS,REHEARSAL,5
AEEEIRRTT,REITERATE,5
ADEEELNRR,RELEARNED,5
EEGIILNRV,RELIEVING,5
ADEEIMNRR,REMAINDER,5
DEIINNORT,RENDITION,5
AABEELPRR,REPARABLE,5
ADEEIPRTU,REPUDIATE,5
ABELPRTUY,REPUTABLY,5
EEFFHLRSU,RESHUFFLE,5
EGIINRSST,RESISTING,5
DDEENORSU,RESOUNDED,5
ADEERRSTT,RESTARTED,5
ADEEERRTT,RETREATED,5
DEEEIRRTV,RETRIEVED,5
ADGHIRRTW,RIGHTWARD,5
AIILRSTTU,RITUALIST,5
AGGIMMNRU,RUMMAGING,5
AABDEGOST,SABOTAGED,5
ACHLLORSY,SCHOLARLY,5
ACEINRRSW,SCRAWNIER,5
CCDEEEHRS,SCREECHED,5
AAEFGINRS,SEAFARING,5
AEGINNOSS,SEASONING,5
CEEEIRSTV,SECRETIVE,5
CDEEISTUV,SEDUCTIVE,5
EEEQRSSTU,SEQUESTER,5
ACEEENRSV,SEVERANCE,5
ADEHMOOPS,SHAMPOOED,5
ADHHNORST,SHORTHAND,5
ADEILMSTU,SIMULATED,5
CEIINRSTY,SINCERITY,5
AIINOSTTU,SITUATION,5
CEGHIKNST,SKETCHING,5
EIIKNNSST,SKINNIEST,5
AGILLMNOS,SLALOMING,5
ACIKLPSST,SLAPSTICK,5
EGHILSSTT,SLIGHTEST,5
ACDKMNOSW,SMACKDOWN,5
AEIMMRSST,SMARMIEST,5
DEEHMORST,SMOTHERED,5
CGHIINNST,SNITCHING,5
ABDNOORSW,SNOWBOARD,5
AEFKLNOSW,SNOWFLAKE,5
MNOORSSTW,SNOWSTORM,5
ACIILMOSS,SOCIALISM,5
EEEHMORSW,SOMEWHERE,5
ACEILPSTY,SPECIALTY,5
ABDEEOPST,SPEEDBOAT,5
ADEILLPRS,SPIRALLED,5
AEKMNOPSS,SPOKESMAN,5
AEELNSSST,STALENESS,5
AAEMNSSTT,STATESMAN,5
ACIISSTTT,STATISTIC,5
EEEILSSTT,STEELIEST,5
AEILPSTTU,STIPULATE,5
DEEOPPRST,STOPPERED,5
CEIRSSTTT,STRICTEST,5
CERRSTTUU,STRUCTURE,5
DEIPSSTTU,STUPIDEST,5
HILLSSTYY,STYLISHLY,5
ABEGJSTUU,SUBJUGATE,5
BGIMNSSUU,SUBSUMING,5
CCEORSSSU,SUCCESSOR,5
ABDEHNSTU,SUNBATHED,5
EFLNORSUW,SUNFLOWER,5
DEEEPRSSU,SUPERSEDE,5
DEOPPRSTU,SUPPORTED,5
DEIPRRSSU,SURPRISED,5
DDEENPSSU,SUSPENDED,5
EEEENRSTW,SWEETENER,5
DEEELRSTW,SWELTERED,5
AAALNRTTU,TARANTULA,5
CEEHINQTU,TECHNIQUE,5
ACDEELNTT,TENTACLED,5
ELNOSTUUY,TENUOUSLY,5
EIORRRTTY,TERRITORY,5
EGINRTTUX,TEXTURING,5
EHIIRRSTT,THIRSTIER,5
EHHIIRTTT,THIRTIETH,5
AHILORTTY,THROATILY,5
ABCHKORTW,THROWBACK,5
EEIILMSTT,TIMELIEST,5
EGIINOPTT,TIPTOEING,5
ADEELORTT,TOLERATED,5
BEMNOOSTT,TOMBSTONE,5
DEEMNORTT,TORMENTED,5
FKLNOOSTW,TOWNSFOLK,5
ACIKRSTTU,TRACKSUIT,5
ANOPRRSTT,TRANSPORT,5
AEEMNRTTT,TREATMENT,5
ABIILMRST,TRIBALISM,5
BELNRTTUU,TURBULENT,5
EEHINTTTW,TWENTIETH,5
EEHMNPTTU,UMPTEENTH,5
CHLNOTUUY,UNCOUTHLY,5
BDEEINRTU,UNDERBITE,5
BDDENORUY,UNDERBODY,5
DDELNORSU,UNDERSOLD,5
ADEEHNRTU,UNEARTHED,5
DEEINPRUX,UNEXPIRED,5
EILNRSTUU,UNRULIEST,5
ACEHKLNSU,UNSHACKLE,5
DEIMMNRTU,UNTRIMMED,5
CEELMNOUW,UNWELCOME,5
EINNRTTUW,UNWRITTEN,5
AACCEINTV,VACCINATE,5
ACEMOSTVY,VASECTOMY,5
ADEEEGTTV,VEGETATED,5
EEEELNTVV,VELVETEEN,5
BEIORSTVY,VERBOSITY,5
BEEILSTUV,VESTIBULE,5
ACDEIINTV,VINDICATE,5
GIIINRTVY,VIRGINITY,5
CIIILORTV,VITRIOLIC,5
ACIOORSUV,VORACIOUS,5
AACIOSTTW,WAISTCOAT,5
AADELNSTW,WASTELAND,5
AEEHILRTW,WEALTHIER,5
DEEINRSSW,WEIRDNESS,5
HILLOOPRW,WHIRLPOOL,5
DDHIOOOWW,WIDOWHOOD,5
EILLOPRWW,WILLPOWER,5
ACCEIKRSW,WISECRACK,5
ADHINRTWW,WITHDRAWN,5
ADHINSTTW,WITHSTAND,5
DFHLNOOUW,WOLFHOUND,5
ACEKOPRSW,WORKSPACE,5
EGINNORSW,WORSENING,5
AEGIMMNRY,YAMMERING,5
EEEKOOPRZ,ZOOKEEPER,5
AABDEINST,ABSTAINED,6
AACCEILMT,ACCLIMATE,6
AACIORTTV,ACTIVATOR,6
ACDDGIINT,ADDICTING,6
AACCDEJNY,ADJACENCY,6
ADEENRTUV,ADVENTURE,6
ADEIRSTVY,ADVERSITY,6
AAEFFLNUZ,AFFLUENZA,6
ACCHILLOO,ALCOHOLIC,6
AELLMNOTT,ALLOTMENT,6
ABIIMOSTU,AMBITIOUS,6
AABCELMNU,AMBULANCE,6
AEFIILMPR,AMPLIFIER,6
AACHINRST,ANARCHIST,6
AACHMNNOR,ANCHORMAN,6
ADGNNORYY,ANDROGYNY,6
AOOORRRTW,ARROWROOT,6
AHIIRRSTT,ARTHRITIS,6
ACEHIKORT,ARTICHOKE,6
ACDEGINNS,ASCENDING,6
AACEIOSST,ASSOCIATE,6
ADELRSSUY,ASSUREDLY,6
ABEIRTTTU,ATTRIBUTE,6
ADGILOOUY,AUDIOLOGY,6
ADEEGMNTU,AUGMENTED,6
AEELRSTUY,AUSTERELY,6
AAEGGINRV,AVERAGING,6
AACDEINOV,AVOIDANCE,6
AEELMOSWY,AWESOMELY,6
ABCCKORTU,BACKCOURT,6
ABCDEFIKL,BACKFIELD,6
ABCDEIKLS,BACKSLIDE,6
BCCIILSTY,BICYCLIST,6
ABGIILLNU,BILINGUAL,6
AABDHIORZ,BIOHAZARD,6
ABEHLMPSY,BLASPHEMY,6
ABBDDEMOR,BOMBARDED,6
ABBCIMOST,BOMBASTIC,6
BBEHLLMOS,BOMBSHELL,6
BCDKNOOOS,BOONDOCKS,6
BDEFINORY,BOYFRIEND,6
ABRRSTTUW,BRATWURST,6
ABIILLNRT,BRILLIANT,6
ABCEHKTUW,BUCKWHEAT,6
BDEGINNRU,BURDENING,6
ACDELLOSU,CALLOUSED,6
ACCENORSU,CANCEROUS,6
AACILLPRY,CAPILLARY,6
ACEEGINNR,CAREENING,6
AACDERSTT,CASTRATED,6
AAACCDELV,CAVALCADE,6
ACEENNRTY,CENTENARY,6
ACDEGHINR,CHAGRINED,6
ACFHIILRT,CHAIRLIFT,6
ACEEHLMNO,CHAMELEON,6
ACEEHNOPR,CHAPERONE,6
AAACHLNRT,CHARLATAN,6
ACEFHIINT,CHIEFTAIN,6
CEHHOOPSU,CHOPHOUSE,6
CGHINORSU,CHORUSING,6
ACCEIIMNT,CINEMATIC,6
CCDEIIRTU,CIRCUITED,6
ACEGLMNRY,CLERGYMAN,6
CEGILNOST,CLOSETING,6
BCEHLOSUU,CLUBHOUSE,6
AACGLNOTU,COAGULANT,6
ACIILNOOT,COALITION,6
ACEEGLLOU,COLLEAGUE,6
CILMNOSTU,COLUMNIST,6
CEMOOPRSU,COMPOSURE,6
CCDEEINOT,CONCEITED,6
CCEILNOSY,CONCISELY,6
CCENOORSU,CONCOURSE,6
CCDENOSSU,CONCUSSED,6
CDEENNORS,CONDENSER,6
CCDNOORTU,CONDUCTOR,6
ACDFINNOT,CONFIDANT,6
CEGNNORTU,CONGRUENT,6
CDEENNOST,CONSENTED,6
CCINORSTT,CONSTRICT,6
CDELNOSTU,CONSULTED,6
ACEEOOPRT,COOPERATE,6
ACEOOPRRT,CORPORATE,6
ACDELLORR,CORRALLED,6
CDEOPRRTU,CORRUPTED,6
CEINOORST,CORTISONE,6
AABCGNOUW,COWABUNGA,6
CCDEEHORT,CROCHETED,6
ABDEENTTU,DEBUTANTE,6
ADDEEFNNT,DEFENDANT,6
CDEEFIINT,DEFICIENT,6
ADDEEHRTY,DEHYDRATE,6
ADEEPRRTU,DEPARTURE,6
DEEGINRST,DESERTING,6
DEEINORST,DESERTION,6
ADDEEGLNT,DETANGLED,6
ADENOORTT,DETONATOR,6
ADDEGINOS,DIAGNOSED,6
ADGIINOSS,DIAGNOSIS,6
CDHIMOOTY,DICHOTOMY,6
CDEIORSSU,DISCOURSE,6
CDDEIIRST,DISCREDIT,6
DEFGIIRSU,DISFIGURE,6
CDEFIINST,DISINFECT,6
DDEEILLPS,DISPELLED,6
ADEIIPSST,DISSIPATE,6
DEHLLOOSU,DOLLHOUSE,6
ADDEGNORW,DOWNGRADE,6
DGHINORTW,DOWNRIGHT,6
DEIORSSTW,DROWSIEST,6
CDIKMRSTU,DRUMSTICK,6
DEENRSTYY,DYSENTERY,6
AEEEGNRSS,EAGERNESS,6
AADEEKMRR,EARMARKED,6
CEGILOOST,ECOLOGIST,6
AEEELLMNT,ELEMENTAL,6
EEEEHLRSW,ELSEWHERE,6
AABEMRRSS,EMBARRASS,6
ABDEELMTT,EMBATTLED,6
EEILMNNTY,EMINENTLY,6
CCDEEILNR,ENCIRCLED,6
CEELNORSU,ENCLOSURE,6
DEEMNNOTW,ENDOWMENT,6
AEEGNORTU,ENTOURAGE,6
ADEEENRTT,ENTREATED,6
CEEIILPPT,EPILEPTIC,6
AACDEELST,ESCALATED,6
AAELORTUV,EVALUATOR,6
DEEILNTVY,EVIDENTLY,6
CEIINRSTX,EXTRINSIC,6
ABEENRTUX,EXUBERANT,6
ACEFIILMS,FACSIMILE,6
AACFILORT,FACTORIAL,6
AACEFINST,FASCINATE,6
AFGGIINTU,FATIGUING,6
ADEEFLLRY,FEDERALLY,6
ADDEEEFRT,FEDERATED,6
DEEFNOOST,FESTOONED,6
AFGGIILNN,FINAGLING,6
ACEEFILPR,FIREPLACE,6
AEFIMMNRT,FIRMAMENT,6
AEFHIMNRS,FISHERMAN,6
EFIKLOSST,FOLKSIEST,6
CEEFLOORS,FORECLOSE,6
DEEFFIORT,FORFEITED,6
ACEEEFLNR,FREELANCE,6
AEFRRSTTU,FRUSTRATE,6
AEGGILNST,GANGLIEST,6
AEGGINNRR,GARNERING,6
AEEGGLNOY,GENEALOGY,6
AEEGNORRT,GENERATOR,6
AEEGLMNNT,GENTLEMAN,6
EGGILOOST,GEOLOGIST,6
CEEGIMORT,GEOMETRIC,6
AAEGLRSSW,GLASSWARE,6
BEGLOORTT,GLOBETROT,6
ADEFGHORT,GODFATHER,6
CDFGHILNO,GOLDFINCH,6
AACGHILPR,GRAPHICAL,6
ACDEEHKNY,HACKNEYED,6
AACDFHNRT,HANDCRAFT,6
ADHINNPRT,HANDPRINT,6
ABEGHINRR,HARBINGER,6
ADEHILNRR,HARDLINER,6
AEEFHLRTT,HEARTFELT,6
DGHHIINST,HINDSIGHT,6
BCEHMNOOY,HONEYCOMB,6
AGHLORSSU,HOURGLASS,6
AEHIILMTU,HUMILIATE,6
EGHINRSTU,HUNGRIEST,6
ADHINORTY,HYDRATION,6
DEEGILOOU,IDEOLOGUE,6
EEILMMNSY,IMMENSELY,6
AGIIMMNRT,IMMIGRANT,6
AEGIIMMRT,IMMIGRATE,6
AILLMMORY,IMMORALLY,6
AIIMNOPSS,IMPASSION,6
CCDEEIINN,INCIDENCE,6
CEEIMNNRT,INCREMENT,6
BDEIILLNY,INDELIBLY,6
ADGIINNNT,INDIGNANT,6
ACEILNTXY,INEXACTLY,6
AEFIINRTU,INFURIATE,6
AINNOORTV,INNOVATOR,6
AEIINNPTT,INPATIENT,6
DIIINOSSU,INSIDIOUS,6
AILNNSTTY,INSTANTLY,6
ACEINNRSU,INSURANCE,6
CEIKLNORT,INTERLOCK,6
EEEINNRTV,INTERVENE,6
ADDEIILNV,INVALIDED,6
EINNORTVY,INVENTORY,6
AEIINRRTY,ITINERARY,6
ABCEIJLNU,JUBILANCE,6
AEGIKKMNR,KINGMAKER,6
GIKNOOTWW,KOWTOWING,6
AABDELMST,LAMBASTED,6
ADELMNOOP,LAMPOONED,6
AELMNORWW,LAWNMOWER,6
CEEHLORSU,LECHEROUS,6
EEILLRSUY,LEISURELY,6
ABDEEILRT,LIBERATED,6
GIIILOSTU,LITIGIOUS,6
CEIKLOSTV,LIVESTOCK,6
CHLMNOORU,LUNCHROOM,6
AEGIMMNST,MAGNETISM,6
ACDEIMNRU,MANICURED,6
AEIMMNNRS,MANNERISM,6
AACHIMRRT,MATRIARCH,6
DEILMOOSU,MELODIOUS,6
EEIMMNRRT,MERRIMENT,6
EEEGMNRSS,MESSENGER,6
EEEIMORTT,METEORITE,6
CCIMMOORS,MICROCOSM,6
DEIMMMRSU,MIDSUMMER,6
ADEHILMNS,MISHANDLE,6
FIIMMNORS,MISINFORM,6
ACDEILMPS,MISPLACED,6
ADLMOORTU,MODULATOR,6
EHIMNNOOS,MOONSHINE,6
BEIKMOORT,MOTORBIKE,6
AAEINRRTV,NARRATIVE,6
AEFINORSU,NEFARIOUS,6
CDEEEGLNT,NEGLECTED,6
AELLNRTUY,NEUTRALLY,6
AEENPPRSW,NEWSPAPER,6
AFGHILLNT,NIGHTFALL,6
GGHINNOTW,NIGHTGOWN,6
CDEIIKNPT,NITPICKED,6
ACLNNORTU,NOCTURNAL,6
EINOORTTY,NOTORIETY,6
BEINOOSSS,OBSESSION,6
BDGINORTU,OBTRUDING,6
CCILNOOSU,OCCLUSION,6
ELNOORSUY,ONEROUSLY,6
ENOOPPRTU,OPPORTUNE,6
GIINNOOPT,OPTIONING,6
GHOORTTUW,OUTGROWTH,6
BEMNORTUU,OUTNUMBER,6
IKORSSTTU,OUTSKIRTS,6
AEEEGORRV,OVEREAGER,6
AEEENORTV,OVEREATEN,6
EGILNORVY,OVERLYING,6
EGHINORTV,OVERNIGHT,6
EGINORSUV,OVERUSING,6
AACEEKMPR,PACEMAKER,6
AAEILPPTT,PALPITATE,6
AACGIKNNP,PANCAKING,6
AABCILOPR,PARABOLIC,6
AAEEMPRRT,PARAMETER,6
AACIIPRST,PARASITIC,6
ABDEILOPR,PARBOILED,6
AEGINNPRT,PARENTING,6
AACHILOPR,PAROCHIAL,6
ADEENPRRT,PARTNERED,6
DEEINNOPS,PENSIONED,6
EEHNOPSTU,PENTHOUSE,6
ACCEEHNPR,PERCHANCE,6
ACEELOPRT,PERCOLATE,6
ADEEEMPRT,PERMEATED,6
